품목명,평균가격,최고가격,최저가격,품목코드,등급,일자
배 신고_15.0,44830.27272727273,51272.72727272727,39181.818181818184,6.0201e+16,특,200501
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,특,200501
배 신고_7.5,28937.5,31875.0,26000.0,6.0201e+16,특,200501
배 신고_15.0,32684.636363636364,38636.36363636364,26636.363636363636,6.0201e+16,상,200501
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,상,200501
배 신고_7.5,26258.333333333332,29333.333333333332,24666.666666666668,6.0201e+16,상,200501
배 신고_15.0,22349.0,26545.454545454544,18181.81818181818,6.0201e+16,중,200501
배 신고_5.0,9102.0,9500.0,9000.0,6.0201e+16,중,200501
배 신고_7.5,19316.666666666668,24333.333333333332,15000.0,6.0201e+16,중,200501
배 신고_15.0,12683.272727272728,18181.81818181818,6545.454545454545,6.0201e+16,하,200501
배 신고_5.0,9000.0,9000.0,9000.0,6.0201e+16,하,200501
배 신고_7.5,11391.666666666666,15000.0,7666.666666666667,6.0201e+16,하,200501
배 신고_15.0,45633.333333333336,48666.666666666664,42000.0,6.0201e+16,특,200502
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,특,200502
배 신고_7.5,27375.0,30250.0,24500.0,6.0201e+16,특,200502
배 신고_15.0,36057.0,41500.0,30333.333333333332,6.0201e+16,상,200502
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,상,200502
배 신고_7.5,22693.75,25000.0,21500.0,6.0201e+16,상,200502
배 신고_15.0,25169.5,30333.333333333332,20500.0,6.0201e+16,중,200502
배 신고_5.0,9102.0,9500.0,9000.0,6.0201e+16,중,200502
배 신고_7.5,17987.5,21500.0,15000.0,6.0201e+16,중,200502
배 신고_15.0,16000.0,20500.0,11166.666666666666,6.0201e+16,하,200502
배 신고_5.0,9000.0,9000.0,9000.0,6.0201e+16,하,200502
배 신고_7.5,12418.75,15000.0,9750.0,6.0201e+16,하,200502
배 신고_15.0,50370.37037037037,55148.148148148146,45592.59259259259,6.0201e+16,특,200503
배 신고_15.0,39370.37037037037,45481.48148148148,33259.25925925926,6.0201e+16,상,200503
배 신고_15.0,29018.51851851852,33259.25925925926,24777.777777777777,6.0201e+16,중,200503
배 신고_15.0,18074.074074074073,24777.777777777777,11370.37037037037,6.0201e+16,하,200503
배 신고_15.0,49210.2962962963,52851.851851851854,45814.81481481482,6.0201e+16,특,200504
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,특,200504
배 신고_7.5,40000.0,40000.0,40000.0,6.0201e+16,특,200504
배 신고_15.0,40456.88888888889,45814.81481481482,34851.851851851854,6.0201e+16,상,200504
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,상,200504
배 신고_7.5,35275.0,40000.0,35000.0,6.0201e+16,상,200504
배 신고_15.0,30251.40740740741,34851.851851851854,25518.51851851852,6.0201e+16,중,200504
배 신고_5.0,9102.0,9500.0,9000.0,6.0201e+16,중,200504
배 신고_7.5,25450.0,35000.0,18000.0,6.0201e+16,중,200504
배 신고_15.0,17695.444444444445,25518.51851851852,9518.518518518518,6.0201e+16,하,200504
배 신고_5.0,9000.0,9000.0,9000.0,6.0201e+16,하,200504
배 신고_7.5,16675.0,18000.0,15000.0,6.0201e+16,하,200504
배 신고_15.0,49535.5,53000.0,46230.769230769234,6.0201e+16,특,200505
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,특,200505
배 신고_7.5,40000.0,40000.0,40000.0,6.0201e+16,특,200505
